Id,in_degree,out_degree,in_strength_total,out_strength_total,in_strength_count,out_strength_count
8509,3,15,48321.0,5701357.0,24,795
8525,5,17,368588.0,415740.0,105,554
8526,9,20,123169.0,1393428.0,462,1507
8568,6,11,2679961.0,1302328.0,1406,629
8594,10,20,500486.0,2477007.0,642,1307
8617,13,11,329132.0,439420.0,120,339
8619,11,19,247065.0,2330836.0,324,765
8634,5,16,129460.0,1369033.0,384,626
8638,7,30,135884.0,1481242.0,44,1804
8653,6,24,26238.0,2385300.0,16,1204
8665,16,28,174313.0,1093726.0,179,1570
8667,5,7,97859.0,2253832.0,75,1736
8671,10,11,62832.0,994788.0,73,653
8674,4,8,115179.0,1045609.0,157,515
8676,12,18,2194362.0,1573168.0,1607,983
8755,9,26,115214.0,1114140.0,54,673
8758,11,30,182903.0,3322320.0,89,1170
8771,8,13,609059.0,300019.0,689,731
8776,15,29,756051.0,4826524.0,342,2037
8778,6,11,179266.0,1530172.0,110,641
8795,9,7,236743.0,1569339.0,661,533
8804,4,13,47859.0,2391302.0,63,707
8810,7,17,2323002.0,3314649.0,1488,1582
1257,10,18,356959.0,944691.0,79,876
8871,5,11,311364.0,833938.0,82,2026
8903,7,3,22584.0,2482456.0,30,447
8906,3,9,3489.0,483591.0,6,313
8908,15,19,1955041.0,1983217.0,366,1035
8918,9,19,28151.0,266665.0,13,480
8922,12,18,502180.0,1361546.0,190,994
8928,7,14,440636.0,3685198.0,415,1228
8936,2,5,30171.0,7752329.0,4,305
8946,6,5,6067415.0,1781141.0,1198,553
8948,10,15,176726.0,1870319.0,161,1088
8957,10,22,29837.0,1109574.0,45,1452
8969,7,14,76843.0,1835341.0,67,1755
8986,8,21,3153555.0,3918602.0,235,1472
8987,6,14,14835.0,1615603.0,32,2117
8999,10,13,47128.0,1887042.0,26,470
9005,6,11,102973.0,187382.0,35,649
9044,12,24,163977.0,2165081.0,95,829
9046,5,6,328045.0,833867.0,30,362
9048,6,9,124961.0,392420.0,75,293
9067,8,16,2878395.0,3133396.0,168,827
9092,4,13,16925.0,1891805.0,6,284
9116,11,19,3986797.0,2248005.0,1542,728
1264,4,17,177526.0,258852.0,30,219
9177,12,17,212881.0,4364195.0,42,727
9210,9,21,747044.0,5442042.0,1051,2770
9247,9,17,53257.0,900747.0,51,1167
9285,11,21,541841.0,5246817.0,669,1241
9301,7,22,117063.0,1255338.0,60,1142
9305,8,20,117168.0,2045564.0,44,946
9315,10,17,284270.0,1470774.0,444,747
9317,11,7,306222.0,3780808.0,267,1402
1271,9,22,42326.0,715997.0,63,514
9354,9,16,2090726.0,2126964.0,1860,1361
9355,8,16,267829.0,638078.0,273,698
1274,7,12,68115.0,1791397.0,309,801
9358,6,10,47966.0,649958.0,26,229
9374,8,14,869389.0,590728.0,582,577
9377,10,7,4370488.0,570046.0,2628,836
9378,2,10,20944.0,1669372.0,3,269
9388,9,27,2092016.0,1748074.0,3969,1049
9393,8,23,859825.0,1958466.0,882,1174
9413,8,15,439033.0,814059.0,2021,737
9434,6,26,72813.0,160996.0,10,107
9435,5,3,11582.0,85956.0,9,152
9436,14,23,3378168.0,1253902.0,2392,1459
9437,12,13,5051622.0,1592964.0,2961,534
9440,3,5,7005.0,198467.0,6,250
9446,7,14,3289181.0,1871265.0,284,1061
9481,13,25,1885222.0,532860.0,1291,1209
9514,6,23,117926.0,1915101.0,146,1584
9540,8,11,3605664.0,3484853.0,1870,2867
9558,3,6,36172.0,178010.0,4,318
9598,7,18,56855.0,1570091.0,29,1228
9599,9,19,2047686.0,12943004.0,512,1242
259,12,19,197051.0,930852.0,325,790
9632,6,10,64756.0,729945.0,114,341
9636,8,14,28588.0,760839.0,24,746
9637,5,5,9252605.0,12808578.0,434,659
9645,5,2,21195.0,198466.0,34,73
9651,8,23,114487.0,564819.0,20,252
869,10,14,515569.0,2978128.0,376,500
9661,6,12,1175005.0,1819344.0,327,765
9662,10,20,817875.0,1802270.0,888,1821
9670,7,16,3515388.0,968987.0,2056,557
870,16,31,1648903.0,3346505.0,815,2021
9694,5,13,6074424.0,3039077.0,212,1199
9700,4,7,789893.0,665602.0,131,735
9714,6,13,58388.0,852860.0,20,570
9718,8,17,16460.0,855464.0,16,543
9730,10,15,113291.0,823491.0,67,898
9739,3,12,2034289.0,853184.0,220,2539
9770,6,12,172946.0,430626.0,232,550
9777,11,22,7221461.0,5896310.0,1304,1590
9794,7,15,1070445.0,546107.0,101,868
9806,8,14,1280677.0,1946026.0,383,1202
9825,6,19,21712.0,1344245.0,42,1156
9827,4,10,6141.0,1913694.0,16,761
9842,12,15,424573.0,2802117.0,1275,1631
9868,13,29,1035908.0,3134340.0,137,1404
9872,6,14,355156.0,423534.0,499,405
1055,5,16,254439.0,626073.0,32,574
9877,10,15,2118856.0,6717811.0,647,529
9884,6,17,150298.0,2701412.0,23,473
9892,6,10,34374.0,1682742.0,16,381
9894,14,24,7109608.0,2081150.0,4924,1507
9909,4,8,1799796.0,4703939.0,153,495
9914,8,15,64094.0,1385276.0,43,926
9922,4,12,480051.0,569595.0,90,581
9973,15,20,805469.0,451703.0,1381,640
9975,5,11,19766.0,775465.0,33,545
9976,5,10,113141.0,91226.0,60,1327
9996,5,10,201204.0,3515610.0,235,1333
10023,1,3,220947.0,523914.0,51,435
10024,6,18,24465.0,1178191.0,16,1062
10028,4,18,8628.0,399010.0,9,500
10030,10,24,12274.0,1068748.0,34,1042
10038,10,18,92021.0,1055238.0,74,487
10054,7,14,1215090.0,1074824.0,545,668
10062,2,25,49633.0,257243.0,13,460
10102,5,12,138805.0,758994.0,30,507
10104,8,16,230853.0,1096254.0,276,325
877,16,15,171223.0,756149.0,384,486
10158,4,9,227429.0,313010.0,19,70
10163,11,23,130015.0,1638526.0,31,1026
10169,2,12,134423.0,3578150.0,90,536
10170,9,9,365970.0,206995.0,826,296
760,12,23,125432.0,1011544.0,251,1321
10185,6,15,82794.0,834355.0,73,932
10199,6,18,23017.0,1683443.0,13,859
10212,4,11,38809.0,83591.0,122,179
10235,6,8,672504.0,1299136.0,82,692
10245,7,10,40295.0,351343.0,36,461
10268,9,25,23447.0,945705.0,29,1101
10281,14,29,4612872.0,4142545.0,2344,1616
10291,4,5,555525.0,2831930.0,85,399
10310,10,10,90125.0,392667.0,60,307
10317,10,23,120718.0,1088432.0,33,872
10318,2,14,45285.0,712316.0,34,697
10354,4,9,33116.0,570051.0,12,369
10375,5,10,906008.0,982565.0,802,744
10408,8,16,1124599.0,2379359.0,309,2044
10421,11,28,6987743.0,2292853.0,9141,1328
10432,10,23,472094.0,2881964.0,305,1294
10438,4,12,38280.0,203469.0,14,377
10444,6,10,214971.0,400275.0,83,793
10445,6,16,20223.0,803164.0,18,832
10459,10,15,194336.0,1062398.0,373,830
10477,5,15,44657.0,1012790.0,76,264
10480,5,13,4533819.0,2891942.0,242,1802
10499,13,27,1407174.0,2326832.0,1153,1379
10506,6,12,97381.0,2517218.0,120,877
10518,12,24,145831.0,1433700.0,154,2856
10560,8,14,22290.0,768023.0,32,644
1306,10,26,462053.0,2745002.0,38,740
10573,8,7,4346.0,2193743.0,10,986
10580,5,13,438435.0,1038516.0,58,451
10586,11,15,84320.0,336746.0,49,442
10587,9,26,40456.0,918508.0,36,895
10596,5,17,1338689.0,583782.0,926,1680
10598,7,18,51891.0,1171192.0,116,2028
10605,7,13,27623.0,582004.0,58,334
10621,8,26,185850.0,2806156.0,53,1550
10626,6,17,82826.0,954980.0,44,571
10628,5,22,99237.0,1355673.0,42,522
10633,12,19,366825.0,1019389.0,273,771
10658,6,13,1837.0,731892.0,8,155
10690,10,18,692712.0,1635155.0,125,422
10714,13,12,55867.0,453778.0,156,158
10715,5,15,88267.0,1253780.0,24,1333
10720,9,7,9129.0,463885.0,51,292
10761,8,12,217116.0,1285854.0,53,803
10767,6,9,164448.0,694335.0,333,442
10783,5,21,89095.0,793964.0,118,660
10784,6,10,21242.0,3146685.0,12,610
10789,6,22,3731.0,1323885.0,7,889
10795,13,16,1183990.0,10604157.0,167,1756
10797,6,10,171639.0,1896059.0,344,379
10816,7,13,57848.0,451299.0,13,289
10821,6,18,9318.0,725803.0,7,808
10850,7,13,83163.0,546277.0,25,446
10859,6,11,80500.0,444545.0,225,632
10872,5,15,41608.0,1300693.0,16,673
10873,5,15,63185.0,221465.0,44,805
10890,9,7,98909.0,410220.0,223,499
10905,7,13,206034.0,564167.0,105,769
1319,8,16,29838565.0,1677767.0,311,1184
10918,19,20,1504360.0,1835755.0,1357,2002
10923,10,17,1708661.0,289148.0,1462,412
10931,7,19,436489.0,1150102.0,509,643
10951,12,17,1026761.0,3452003.0,795,1076
10953,10,22,2132570.0,1580040.0,1572,1479
10956,9,12,206524.0,4765235.0,72,1008
10957,7,20,129357.0,591760.0,470,709
10965,9,15,113666.0,3201784.0,28,758
10979,4,19,263703.0,310072.0,47,1027
10984,12,31,609202.0,4305405.0,2301,2542
10992,10,20,1439183.0,1684334.0,1142,1984
11000,10,18,1261376.0,561722.0,1032,162
11010,16,23,1533819.0,4990502.0,3653,1758
887,10,18,265284.0,1224321.0,77,1403
11019,5,11,67689.0,1638512.0,45,292
11030,2,13,10653.0,511197.0,18,445
11032,7,19,27774.0,1539433.0,188,708
11071,7,25,160099.0,2786725.0,41,1236
11073,3,11,38362.0,553531.0,45,1248
11083,3,9,46273.0,1658494.0,149,453
11101,5,9,30002.0,29797.0,10,75
11110,11,23,1188368.0,5178299.0,1040,1570
11115,8,8,64110.0,534074.0,14,384
11124,5,12,247046.0,287420.0,86,584
11126,18,32,149107.0,2364253.0,73,1969
11149,6,12,13196.0,361925.0,31,414
11177,11,5,481518.0,1965985.0,118,538
11202,8,16,121983.0,1180576.0,85,716
11207,6,15,42476.0,1216840.0,66,685
11208,6,23,26725.0,738940.0,22,885
11226,12,18,293982.0,4000320.0,106,1844
11237,4,7,1222432.0,1788196.0,41,463
11282,9,11,162562.0,1345876.0,35,1160
11286,10,27,199497.0,734816.0,47,925
11287,12,14,4908048.0,731344.0,4753,1098
11292,5,18,16460.0,1083646.0,10,1345
1447,13,19,1799463.0,2930547.0,119,742
11319,7,13,32770.0,2032650.0,26,861
11330,7,12,77575.0,295749.0,321,685
11340,9,14,131623.0,865512.0,436,741
11347,4,4,264028.0,94456.0,510,259
11379,7,9,82034.0,2483915.0,24,704
11380,8,14,151495.0,1218185.0,49,965
1062,7,15,2097789.0,1746362.0,140,1548
11398,13,18,596093.0,3192774.0,169,755
11410,4,4,86348.0,221525.0,43,352
11411,11,13,60642.0,1624989.0,43,890
11429,6,6,32464.0,450503.0,74,372
11437,9,17,11996.0,472827.0,15,553
11438,11,36,145756.0,3016488.0,76,1560
11439,5,9,36173.0,2174743.0,146,394
11458,10,23,627819.0,2384680.0,1415,1630
11468,4,8,52518.0,702347.0,29,749
11474,6,8,173585.0,1022371.0,41,578
11478,9,9,22183.0,367493.0,258,370
11480,11,14,500781.0,2221895.0,222,1045
11498,5,7,51711.0,954845.0,25,644
893,11,7,151689.0,718575.0,132,221
11543,11,16,68215.0,752470.0,45,326
1334,8,8,265028.0,1807845.0,81,344
11559,6,16,161389.0,649585.0,134,1337
11564,8,14,1252609.0,5967351.0,82,1221
11628,7,16,121745.0,1520615.0,67,1139
11639,12,19,210211.0,1783048.0,228,1459
11640,6,7,541577.0,433145.0,142,362
11647,8,14,2187511.0,211453.0,904,246
11660,7,19,7593724.0,2486121.0,194,1286
11662,8,13,2107257.0,4077837.0,487,1404
11670,16,21,768961.0,2318394.0,633,2660
11678,5,25,154109.0,1149604.0,42,1260
11687,8,23,106198.0,2288751.0,103,742
11688,5,16,419194.0,3004799.0,75,1142
11689,6,16,775547.0,2991739.0,206,1528
11722,14,11,48660.0,490835.0,150,576
11736,6,18,65529.0,285955.0,48,397
11758,10,18,182439.0,3594723.0,225,762
11764,6,15,172154.0,919040.0,88,735
11770,4,11,1054.0,2176694.0,7,364
11777,16,22,1536309.0,2274306.0,328,840
11845,3,5,31955.0,1086730.0,128,443
11895,4,12,186452.0,1092434.0,54,474
11908,13,22,1095080.0,3003101.0,374,1844
11915,7,8,125819.0,961569.0,57,435
11928,6,18,212330.0,765318.0,300,1779
11933,11,35,211192.0,993534.0,64,674
11940,11,25,2839402.0,751795.0,758,444
11951,13,13,232729.0,3179237.0,543,1022
11953,6,11,29232.0,1295924.0,22,713
11982,8,20,225577.0,801097.0,325,748
11984,12,24,1418172.0,3325233.0,356,1904
11989,5,17,103129.0,3112100.0,85,726
11991,5,13,19928.0,362516.0,50,657
11999,12,28,862572.0,837109.0,1494,621
12055,5,16,20234.0,1343928.0,8,324
12064,14,26,868095.0,3730509.0,954,1556
12065,5,17,50940.0,1137464.0,267,849
1064,10,17,2502872.0,2966994.0,1558,2216
12118,9,24,105070.0,421847.0,77,472
12123,6,5,46390.0,125005.0,178,236
12157,10,13,5142616.0,1607682.0,775,774
12182,10,18,634960.0,1107172.0,133,1222
12199,8,9,40829.0,103217.0,87,184
12205,14,26,1209549.0,2713275.0,2167,860
12209,11,18,4836002.0,1810172.0,5443,1158
12219,6,17,28225.0,878866.0,26,964
12229,6,9,526520.0,756393.0,74,397
12235,9,28,1482384.0,3784398.0,3850,2062
12256,7,12,3498650.0,663080.0,224,232
12279,5,8,754120.0,1567360.0,219,670
905,11,14,102861.0,2592764.0,120,2301
12297,4,11,10085.0,323287.0,5,136
12300,9,15,553195.0,331939.0,422,334
12312,6,15,15928.0,3315316.0,11,1063
12318,5,16,8056203.0,1307602.0,115,437
1028,2,9,8433.0,364983.0,11,308
12354,11,26,1050323.0,1912163.0,2458,1463
12363,3,10,18948.0,1774905.0,9,436
12368,11,12,130812.0,431910.0,425,593
12372,5,10,667831.0,1610100.0,72,453
12374,7,18,938037.0,1510270.0,109,1414
12387,10,24,170750.0,3301112.0,751,2078
12394,9,16,64789.0,781162.0,41,808
12401,14,24,557605.0,3466250.0,230,2800
12417,13,16,1080943.0,4719396.0,433,1508
12418,9,20,5537842.0,1627890.0,4537,1003
12458,6,12,546145.0,295793.0,54,655
12471,9,17,160031.0,2042723.0,109,872
12474,9,14,6399047.0,5914931.0,215,1229
12485,8,15,60051.0,2081670.0,26,785
12486,6,10,207496.0,2581692.0,181,760
12501,5,16,239899.0,759772.0,35,928
12515,8,20,2121359.0,2890914.0,2842,1360
12536,9,15,108054.0,289055.0,177,243
12540,12,26,461968.0,3392889.0,102,1531
12544,4,12,259623.0,569099.0,48,1133
910,12,12,1086210.0,3893659.0,426,817
12556,9,16,806872.0,583894.0,146,610
1357,9,16,186382.0,3777296.0,34,573
12618,6,19,41092.0,900463.0,44,724
1448,8,11,1131131.0,2365732.0,467,1341
12647,9,19,72213.0,3115127.0,79,2632
12660,9,13,797824.0,728739.0,107,759
12666,3,14,9840.0,317108.0,9,329
12669,6,16,274119.0,1205977.0,87,749
12688,7,20,281021.0,1430536.0,174,836
12692,8,13,810133.0,5025805.0,231,913
12698,6,17,53845.0,122995.0,76,589
12709,11,22,568623.0,1827091.0,71,902
12731,5,7,54168.0,450294.0,8,327
12752,9,11,1004041.0,1260095.0,1493,905
12764,8,3,12992.0,282194.0,60,213
12767,13,12,142514.0,5229530.0,22,956
12768,6,15,169096.0,1610454.0,52,1205
12775,10,17,138263.0,916221.0,196,1272
12782,4,15,10966.0,1372256.0,22,1160
1360,9,25,108977.0,1692713.0,44,842
12822,11,16,141190.0,1092807.0,90,765
12831,10,16,387775.0,173474.0,41,283
12854,8,27,168343.0,4930399.0,23,1938
12864,5,18,1668416.0,971861.0,141,917
12883,3,5,110253.0,520007.0,26,231
12891,6,15,64903.0,1144216.0,113,1280
12905,6,19,18319.0,1543334.0,20,1103
12907,14,21,763435.0,3293777.0,2639,1324
12932,6,20,88027.0,183799.0,38,459
915,14,22,3236894.0,992094.0,1021,1166
12964,7,9,186962.0,1365629.0,28,481
917,6,9,83636.0,1500528.0,86,1038
13001,11,18,706598.0,1311161.0,204,454
13004,10,20,157872.0,1391999.0,296,643
13011,9,12,445742.0,2610784.0,104,1212
13025,4,13,47837.0,2808993.0,14,934
13049,4,4,34159.0,124825.0,18,105
13056,6,11,101577.0,1798565.0,40,952
13066,11,15,312482.0,979295.0,722,966
13072,6,27,465238.0,2578519.0,381,1166
13096,14,20,153919.0,267075.0,58,446
13101,12,16,33916.0,1282556.0,143,214
13104,6,7,2158619.0,920774.0,305,533
13110,15,15,3123957.0,1241467.0,4856,769
13127,12,14,122789.0,3928003.0,85,1032
13131,12,25,2825027.0,2032611.0,857,1387
13134,9,14,140579.0,1594444.0,51,557
13147,6,21,51781.0,1056442.0,109,657
13186,5,8,549035.0,648998.0,53,540
13195,12,32,140647.0,1294250.0,150,1843
13201,12,17,580854.0,1731604.0,334,1749
13216,10,12,2001636.0,1136510.0,1638,1221
13235,11,22,326856.0,1540153.0,65,1081
13236,6,22,64866.0,2298883.0,31,672
13244,7,16,305029.0,331120.0,87,620
13245,12,21,531173.0,1352644.0,662,940
13249,4,7,3478203.0,4707614.0,165,686
13250,8,16,1048301.0,1569317.0,300,1309
13293,9,21,470222.0,1227316.0,912,630
13306,5,23,15606.0,221259.0,11,229
13324,8,3,24587.0,250451.0,26,81
13339,8,13,905405.0,1686715.0,117,696
13345,6,11,18218.0,856360.0,21,370
13358,14,17,3294231.0,2530988.0,6900,2954
13372,10,16,89795.0,2528121.0,21,1447
13431,17,20,3692475.0,3141151.0,2749,1396
13525,6,10,130630.0,405953.0,27,393
13530,10,9,105711.0,899411.0,491,362
13550,10,17,159152.0,924519.0,115,783
13552,8,17,138539.0,2747344.0,48,2010
13566,4,11,362755.0,98425.0,62,541
13584,6,12,5664584.0,796052.0,2221,936
13596,12,19,75485.0,1967139.0,58,1268
13603,11,12,1496577.0,2303731.0,931,1114
13605,5,10,18283.0,1758087.0,11,811
13612,19,27,6986843.0,6345064.0,4814,2146
13619,14,16,3769480.0,6896589.0,4644,1389
13620,11,21,523795.0,462963.0,439,552
13629,8,8,1346141.0,1031675.0,1384,377
13654,8,17,99567.0,928858.0,28,1136
13658,6,10,81199.0,2701929.0,10,2915
13668,8,14,71085.0,581103.0,181,419
262181,1,5,19662.0,3342.0,5,29
176953,2,1,26547.0,142.0,36,1
24472,5,6,84299.0,74473.0,16,14
25175,12,7,15906.0,488358.0,118,198
13725,31,9,11792.0,11241.0,57,39
163881,0,2,0.0,12428.0,0,13
202914,4,0,23868.0,0.0,42,0
32843,24,35,107516.0,2522146.0,745,1087
16367,9,7,20983.0,26477.0,212,17
34822,2,6,1721019.0,115316.0,154,191
34077,8,4,3020712.0,17318.0,1940,7
16602,14,21,125145.0,329166.0,616,290
1022,4,11,10984.0,154487.0,6,186
34862,7,6,1930588.0,322156.0,75,41
15127,8,13,104631.0,3072409.0,221,290
14598,10,10,109754.0,208260.0,68,982
19617,7,13,708772.0,58087.0,349,390
30970,4,18,87795.0,733103.0,287,487
20684,6,8,16222.0,39921.0,122,28
22539,6,10,1505314.0,1518290.0,211,317
18017,8,8,76045.0,169649.0,50,167
20845,3,10,128510.0,662951.0,32,501
22593,7,12,772133.0,591567.0,509,412
39213,6,3,3199.0,174.0,11,4
19795,14,17,89381.0,1043424.0,104,291
465698,3,4,478303.0,2740.0,172,20
1029,17,1,7512887.0,16.0,126,1
22235,11,5,58045.0,49112.0,60,7
17542,12,17,411447.0,12418.0,320,60
65636,1,1,2958.0,4879.0,2,11
1409154,0,1,0.0,116.0,0,1
75230,3,0,1889.0,0.0,3,0
426125,2,2,56249.0,2225276.0,6,401
34647,2,2,141545.0,39156.0,192,3
229533,0,1,0.0,417.0,0,8
30103,16,1,14337.0,89.0,138,1
14535,5,8,141765.0,80194.0,36,164
14544,10,13,215718.0,736231.0,297,479
14203,12,14,353170.0,335073.0,42,183
14614,6,15,6452.0,237203.0,9,596
14617,6,5,103606.0,265375.0,208,469
952,8,17,41692.0,999815.0,79,636
14661,7,9,164521.0,10868119.0,95,592
14662,7,11,13566.0,156682.0,76,230
14677,8,11,1453692.0,746927.0,2368,301
14693,10,14,158246.0,209745.0,21,300
965,6,16,60980.0,776744.0,19,345
14708,6,18,109561.0,311876.0,119,561
14709,12,22,193730.0,132603.0,152,356
14728,9,15,82380.0,807706.0,75,1630
14730,10,11,22275.0,123594.0,13,183
14733,4,12,449.0,1692235.0,9,861
14740,10,21,4838759.0,5994077.0,251,1750
14790,5,9,16620.0,42170.0,49,50
1323,5,14,25039.0,536127.0,18,710
1329,5,13,294.0,571299.0,6,548
14806,7,20,6075506.0,227207.0,3178,840
14820,7,17,176282.0,1028506.0,19,363
14834,8,21,242475.0,785514.0,205,648
14839,7,20,292837.0,1042140.0,572,524
14851,5,17,436462.0,1363167.0,64,683
14867,6,13,27721.0,348141.0,26,591
229543,0,2,0.0,12663.0,0,39
34644,3,0,7751.0,0.0,12,0
539049,6,2,21482.0,8106.0,71,3
917680,0,1,0.0,73.0,0,1
28621,7,14,218164.0,835226.0,53,355
32949,14,5,402980.0,10529.0,1270,23
537932,1,3,142.0,70446.0,1,262
537957,1,1,171.0,1565.0,1,15
537965,1,1,62.0,13564.0,1,95
262327,2,1,3519339.0,20072.0,80,2
45879,5,4,31965.0,3520139.0,7,94
98490,0,4,0.0,57272.0,0,85
14983,6,9,3472.0,6008.0,9,12
13756,4,7,233584.0,208856.0,474,145
32971,1,1,1200.0,1200.0,1,1
215,13,6,599853.0,49145.0,2255,72
15324,11,3,23515.0,8111.0,86,8
15326,3,8,25707.0,18055.0,73,124
15327,6,16,3485192.0,611041.0,4517,467
15328,4,12,32080.0,1009779.0,52,1312
1605869,0,1,0.0,1033.0,0,30
248184,6,2,4031.0,8606.0,113,3
262385,1,2,15064.0,2338176.0,4,83
653574,1,3,2335553.0,312570.0,80,23
950516,0,1,0.0,10729.0,0,11
248,8,15,189265.0,55306.0,189,77
313,418,89,2414881.0,274781.0,12581,255
644,855,0,1699343.0,0.0,6567,0
15671,72,18,73866.0,1984.0,1306,27
15358,45,3,4113.0,157.0,72,4
15450,5,2,247201.0,2379.0,419,8
15681,10,8,740288.0,644050.0,887,64
14361,13,9,263961.0,22870.0,651,18
349,3,1,92.0,5.0,6,1
708,40,3,756906.0,2981.0,2579,13
377,95,14,1841003.0,12217.0,4457,32
14176,145,4,1158864.0,2291.0,2315,4
131320,2,3,45701.0,45432.0,61,127
15522,18,3,31864.0,374.0,130,6
146464,1,0,148.0,0.0,1,0
33018,26,16,2202793.0,3262350.0,1600,5257
15010,7,14,3249537.0,306009.0,5234,247
29902,3,8,165169.0,79672.0,280,226
469027,4,6,1674932.0,1910385.0,80,410
219325,5,12,8450.0,15920.0,56,111
1114363,0,1,0.0,49.0,0,1
30923,10,8,283849.0,231518.0,336,163
1376507,0,1,0.0,3740.0,0,13
23961,4,21,7380.0,510859.0,26,626
1016066,0,1,0.0,6294.0,0,1
26746,8,4,80122.0,20737.0,64,58
15811,7,1,11126.0,164.0,18,1
1387,425,0,358630.0,0.0,1540,0
15037,134,85,2617864.0,320944.0,4662,343
13789,81,0,228322.0,0.0,1471,0
15824,98,111,288240.0,29243899.0,1621,92616
15257,154,81,3598159.0,413166.0,5057,518
14905,103,2,65121.0,4454.0,764,2
15169,17,8,81156.0,27889.0,147,48
15853,28,14,142139.0,11882.0,306,35
13717,346,65,846299.0,78688.0,17238,130
15398,21,4,5505.0,423.0,55,7
14943,25,0,23222.0,0.0,44,0
15870,5,1,2425.0,24482.0,7,25
15494,49,44,2213653.0,551788.0,1725,307
13741,240,181,12835075.0,3901479.0,18846,1752
273,12,15,395607.0,522457.0,579,496
16010,31,5,10786.0,664.0,54,5
14060,129,29,1085561.0,10767.0,2434,43
16088,31,4,512748.0,7520.0,1851,24
14071,483,0,1480781.0,0.0,6010,0
683,274,8,68669.0,812.0,1324,10
702,421,0,943497.0,0.0,5954,0
14099,101,9,172977.0,5986.0,1433,18
716,284,15,628218.0,3821.0,2916,27
13990,267,18,1273780.0,76464.0,12769,69
15207,3,1,40721.0,4965.0,182,7
749,410,0,197119.0,0.0,784,0
14122,97,0,7577.0,0.0,406,0
950550,0,1,0.0,135.0,0,1
983334,0,2,0.0,920.0,0,6
14520,16,2,266091.0,88368.0,23,6
23367,7,8,191881.0,590639.0,75,471
65832,5,1,32817.0,126.0,72,1
28762,5,13,25962.0,25099.0,18,46
306,113,41,813028.0,585341.0,4677,221
14982,11,2,37462.0,65812.0,101,69
16436,6,11,37910.0,704131.0,121,509
16450,11,11,828048.0,37829.0,637,229
16451,8,15,319539.0,114673.0,64,75
16457,5,20,1201124.0,729202.0,109,247
16467,7,24,117910.0,1131598.0,97,654
16616,10,12,221958.0,730661.0,1836,585
16630,6,20,1228474.0,297150.0,730,318
16659,6,10,95018.0,2513126.0,21,502
16699,7,25,8328.0,1269576.0,27,1052
16705,9,14,177737.0,932474.0,1998,701
16726,6,8,24959.0,206224.0,6,219
16739,8,18,207430.0,613296.0,121,395
16740,5,18,1498005.0,288103.0,316,87
16747,6,12,25898.0,844860.0,24,453
16748,12,16,298595.0,681545.0,189,293
16812,9,10,237501.0,178969.0,393,65
1061,6,15,39853.0,7370.0,8,25
1048889,0,1,0.0,1231.0,0,3
1016136,0,1,0.0,35.0,0,1
262479,1,2,883.0,649810.0,1,101
24980,5,10,438488.0,14876175.0,28,280
343,65,1,18280.0,38.0,320,2
16926,5,24,125265.0,4625974.0,15,586
786790,0,1,0.0,355.0,0,1
295275,0,2,0.0,20558.0,0,162
31481,10,5,54888.0,8252.0,118,9
373,6,12,17862.0,260365.0,81,180
17193,5,12,199525.0,180080.0,472,206
14044,138,0,204460.0,0.0,696,0
13752,5,13,3119.0,394230.0,22,461
13788,114,2,275204.0,442.0,2385,4
17094,162,110,5519816.0,509051.0,8512,519
17243,15,11,862719.0,2254589.0,672,287
17286,88,0,49506.0,0.0,423,0
15200,334,78,1397015.0,109965.0,16272,220
14264,7,17,309000.0,529913.0,216,508
17336,4,6,14143.0,60164.0,12,83
819578,0,1,0.0,2950.0,0,1
59733,6,4,82942.0,15807.0,55,7
786828,1,2,205049.0,2017.0,235,3
662516,2,1,2698.0,205049.0,4,235
17741,12,0,1967.0,0.0,14,0
819632,0,1,0.0,150.0,0,1
852422,0,1,0.0,27112.0,0,7
26052,5,12,162812.0,72961.0,72,75
852432,0,2,0.0,73.0,0,3
18685,3,6,547.0,11444.0,4,6
21482,11,22,307447.0,100418.0,395,82
33239,4,3,135539.0,238756.0,108,108
15568,15,1,199203.0,598.0,416,1
506060,2,5,3405.0,403916.0,4,204
552333,1,0,237483.0,0.0,104,0
17470,6,2,5723.0,3460.0,36,21
1278450,0,1,0.0,740.0,0,1
32352,4,1,16363.0,869.0,33,1
1376756,0,1,0.0,336.0,0,3
280109,3,4,1840378.0,5797.0,15,6
1475074,0,2,0.0,14539.0,0,17
360970,0,2,0.0,19117.0,0,48
1391,8,2,44978.0,15525.0,85,3
590346,1,3,2359.0,18802.0,12,51
32556,7,1,282414.0,751.0,335,1
706582,1,1,16624.0,2359.0,41,12
1344023,0,2,0.0,13314.0,0,22
36106,7,9,624350.0,266350.0,1111,203
950822,0,1,0.0,3245.0,0,1
164403,1,1,60.0,1476.0,1,2
885299,0,1,0.0,189.0,0,3
14019,3,5,8738.0,20602.0,32,9
66103,5,2,8406.0,224920.0,16,77
1606214,0,1,0.0,1306.0,0,1
21526,3,14,317459.0,129774.0,2494,82
950866,0,1,0.0,354.0,0,1
1245788,0,1,0.0,182.0,0,1
22576,5,24,92049.0,316802.0,321,695
197220,0,3,0.0,17577.0,0,99
15394,45,6,88121.0,99454.0,437,9
31758,4,2,7517.0,7723.0,60,15
688761,1,1,544.0,1078.0,1,3
18043,4,1,221115.0,17000.0,17,3
66176,0,1,0.0,15301.0,0,19
23786,3,4,147446.0,125226.0,112,124
